protein_id,seed,length,pdb,pt
s1716_n668,1716,668,samples/s1716_n668.pdb,samples/s1716_n668.pt
s1717_n744,1717,744,samples/s1717_n744.pdb,samples/s1717_n744.pt
s1718_n756,1718,756,samples/s1718_n756.pdb,samples/s1718_n756.pt
s1719_n342,1719,342,samples/s1719_n342.pdb,samples/s1719_n342.pt
s1720_n350,1720,350,samples/s1720_n350.pdb,samples/s1720_n350.pt
s1721_n421,1721,421,samples/s1721_n421.pdb,samples/s1721_n421.pt
s1722_n494,1722,494,samples/s1722_n494.pdb,samples/s1722_n494.pt
s1723_n520,1723,520,samples/s1723_n520.pdb,samples/s1723_n520.pt
s1724_n562,1724,562,samples/s1724_n562.pdb,samples/s1724_n562.pt
s1725_n616,1725,616,samples/s1725_n616.pdb,samples/s1725_n616.pt
s1726_n695,1726,695,samples/s1726_n695.pdb,samples/s1726_n695.pt
s1727_n732,1727,732,samples/s1727_n732.pdb,samples/s1727_n732.pt
s1728_n770,1728,770,samples/s1728_n770.pdb,samples/s1728_n770.pt
s1729_n338,1729,338,samples/s1729_n338.pdb,samples/s1729_n338.pt
s1730_n392,1730,392,samples/s1730_n392.pdb,samples/s1730_n392.pt
s1731_n440,1731,440,samples/s1731_n440.pdb,samples/s1731_n440.pt
s1732_n464,1732,464,samples/s1732_n464.pdb,samples/s1732_n464.pt
s1733_n503,1733,503,samples/s1733_n503.pdb,samples/s1733_n503.pt
s1734_n576,1734,576,samples/s1734_n576.pdb,samples/s1734_n576.pt
s1735_n628,1735,628,samples/s1735_n628.pdb,samples/s1735_n628.pt
s1736_n674,1736,674,samples/s1736_n674.pdb,samples/s1736_n674.pt
s1737_n701,1737,701,samples/s1737_n701.pdb,samples/s1737_n701.pt
s1738_n772,1738,772,samples/s1738_n772.pdb,samples/s1738_n772.pt
s1739_n347,1739,347,samples/s1739_n347.pdb,samples/s1739_n347.pt
s1740_n382,1740,382,samples/s1740_n382.pdb,samples/s1740_n382.pt
s1741_n414,1741,414,samples/s1741_n414.pdb,samples/s1741_n414.pt
s1742_n485,1742,485,samples/s1742_n485.pdb,samples/s1742_n485.pt
s1743_n523,1743,523,samples/s1743_n523.pdb,samples/s1743_n523.pt
s1744_n598,1744,598,samples/s1744_n598.pdb,samples/s1744_n598.pt
s1745_n620,1745,620,samples/s1745_n620.pdb,samples/s1745_n620.pt
s1746_n687,1746,687,samples/s1746_n687.pdb,samples/s1746_n687.pt
s1747_n712,1747,712,samples/s1747_n712.pdb,samples/s1747_n712.pt
s1748_n789,1748,789,samples/s1748_n789.pdb,samples/s1748_n789.pt
s1749_n315,1749,315,samples/s1749_n315.pdb,samples/s1749_n315.pt
s1750_n384,1750,384,samples/s1750_n384.pdb,samples/s1750_n384.pt
s1751_n402,1751,402,samples/s1751_n402.pdb,samples/s1751_n402.pt
s1752_n497,1752,497,samples/s1752_n497.pdb,samples/s1752_n497.pt
s1753_n543,1753,543,samples/s1753_n543.pdb,samples/s1753_n543.pt
s1754_n587,1754,587,samples/s1754_n587.pdb,samples/s1754_n587.pt
s1755_n622,1755,622,samples/s1755_n622.pdb,samples/s1755_n622.pt
s1756_n669,1756,669,samples/s1756_n669.pdb,samples/s1756_n669.pt
s1757_n742,1757,742,samples/s1757_n742.pdb,samples/s1757_n742.pt
s1758_n786,1758,786,samples/s1758_n786.pdb,samples/s1758_n786.pt
s1759_n317,1759,317,samples/s1759_n317.pdb,samples/s1759_n317.pt
s1760_n388,1760,388,samples/s1760_n388.pdb,samples/s1760_n388.pt
s1761_n439,1761,439,samples/s1761_n439.pdb,samples/s1761_n439.pt
s1762_n486,1762,486,samples/s1762_n486.pdb,samples/s1762_n486.pt
s1763_n522,1763,522,samples/s1763_n522.pdb,samples/s1763_n522.pt
s1764_n570,1764,570,samples/s1764_n570.pdb,samples/s1764_n570.pt
s1765_n616,1765,616,samples/s1765_n616.pdb,samples/s1765_n616.pt
s1766_n664,1766,664,samples/s1766_n664.pdb,samples/s1766_n664.pt
s1767_n718,1767,718,samples/s1767_n718.pdb,samples/s1767_n718.pt
s1768_n775,1768,775,samples/s1768_n775.pdb,samples/s1768_n775.pt
s1769_n330,1769,330,samples/s1769_n330.pdb,samples/s1769_n330.pt
s1770_n388,1770,388,samples/s1770_n388.pdb,samples/s1770_n388.pt
s1771_n412,1771,412,samples/s1771_n412.pdb,samples/s1771_n412.pt
s1772_n496,1772,496,samples/s1772_n496.pdb,samples/s1772_n496.pt
s1773_n509,1773,509,samples/s1773_n509.pdb,samples/s1773_n509.pt
s1774_n582,1774,582,samples/s1774_n582.pdb,samples/s1774_n582.pt
s1775_n633,1775,633,samples/s1775_n633.pdb,samples/s1775_n633.pt
s1776_n697,1776,697,samples/s1776_n697.pdb,samples/s1776_n697.pt
s1777_n740,1777,740,samples/s1777_n740.pdb,samples/s1777_n740.pt
s1778_n756,1778,756,samples/s1778_n756.pdb,samples/s1778_n756.pt
s1779_n347,1779,347,samples/s1779_n347.pdb,samples/s1779_n347.pt
s1780_n378,1780,378,samples/s1780_n378.pdb,samples/s1780_n378.pt
s1781_n449,1781,449,samples/s1781_n449.pdb,samples/s1781_n449.pt
s1782_n491,1782,491,samples/s1782_n491.pdb,samples/s1782_n491.pt
s1783_n518,1783,518,samples/s1783_n518.pdb,samples/s1783_n518.pt
s1784_n591,1784,591,samples/s1784_n591.pdb,samples/s1784_n591.pt
s1785_n623,1785,623,samples/s1785_n623.pdb,samples/s1785_n623.pt
s1786_n699,1786,699,samples/s1786_n699.pdb,samples/s1786_n699.pt
s1787_n747,1787,747,samples/s1787_n747.pdb,samples/s1787_n747.pt
s1788_n768,1788,768,samples/s1788_n768.pdb,samples/s1788_n768.pt
s1789_n329,1789,329,samples/s1789_n329.pdb,samples/s1789_n329.pt
s1790_n365,1790,365,samples/s1790_n365.pdb,samples/s1790_n365.pt
s1791_n443,1791,443,samples/s1791_n443.pdb,samples/s1791_n443.pt
s1792_n479,1792,479,samples/s1792_n479.pdb,samples/s1792_n479.pt
s1793_n502,1793,502,samples/s1793_n502.pdb,samples/s1793_n502.pt
s1794_n590,1794,590,samples/s1794_n590.pdb,samples/s1794_n590.pt
s1795_n607,1795,607,samples/s1795_n607.pdb,samples/s1795_n607.pt
s1796_n657,1796,657,samples/s1796_n657.pdb,samples/s1796_n657.pt
s1797_n713,1797,713,samples/s1797_n713.pdb,samples/s1797_n713.pt
s1798_n779,1798,779,samples/s1798_n779.pdb,samples/s1798_n779.pt
s1799_n310,1799,310,samples/s1799_n310.pdb,samples/s1799_n310.pt
s1800_n361,1800,361,samples/s1800_n361.pdb,samples/s1800_n361.pt
s1801_n401,1801,401,samples/s1801_n401.pdb,samples/s1801_n401.pt
s1802_n464,1802,464,samples/s1802_n464.pdb,samples/s1802_n464.pt
s1803_n512,1803,512,samples/s1803_n512.pdb,samples/s1803_n512.pt
s1804_n555,1804,555,samples/s1804_n555.pdb,samples/s1804_n555.pt
s1805_n604,1805,604,samples/s1805_n604.pdb,samples/s1805_n604.pt
s1806_n685,1806,685,samples/s1806_n685.pdb,samples/s1806_n685.pt
s1807_n715,1807,715,samples/s1807_n715.pdb,samples/s1807_n715.pt
s1808_n766,1808,766,samples/s1808_n766.pdb,samples/s1808_n766.pt
s1809_n334,1809,334,samples/s1809_n334.pdb,samples/s1809_n334.pt
s1810_n388,1810,388,samples/s1810_n388.pdb,samples/s1810_n388.pt
s1811_n439,1811,439,samples/s1811_n439.pdb,samples/s1811_n439.pt
s1812_n451,1812,451,samples/s1812_n451.pdb,samples/s1812_n451.pt
s1813_n521,1813,521,samples/s1813_n521.pdb,samples/s1813_n521.pt
s1814_n586,1814,586,samples/s1814_n586.pdb,samples/s1814_n586.pt
s1815_n645,1815,645,samples/s1815_n645.pdb,samples/s1815_n645.pt
s1816_n655,1816,655,samples/s1816_n655.pdb,samples/s1816_n655.pt
s1817_n721,1817,721,samples/s1817_n721.pdb,samples/s1817_n721.pt
s1818_n764,1818,764,samples/s1818_n764.pdb,samples/s1818_n764.pt
s1819_n345,1819,345,samples/s1819_n345.pdb,samples/s1819_n345.pt
s1820_n379,1820,379,samples/s1820_n379.pdb,samples/s1820_n379.pt
s1821_n439,1821,439,samples/s1821_n439.pdb,samples/s1821_n439.pt
s1822_n481,1822,481,samples/s1822_n481.pdb,samples/s1822_n481.pt
s1823_n537,1823,537,samples/s1823_n537.pdb,samples/s1823_n537.pt
s1824_n553,1824,553,samples/s1824_n553.pdb,samples/s1824_n553.pt
s1825_n605,1825,605,samples/s1825_n605.pdb,samples/s1825_n605.pt
s1826_n655,1826,655,samples/s1826_n655.pdb,samples/s1826_n655.pt
s1827_n720,1827,720,samples/s1827_n720.pdb,samples/s1827_n720.pt
s1828_n756,1828,756,samples/s1828_n756.pdb,samples/s1828_n756.pt
s1829_n321,1829,321,samples/s1829_n321.pdb,samples/s1829_n321.pt
s1830_n370,1830,370,samples/s1830_n370.pdb,samples/s1830_n370.pt
s1831_n449,1831,449,samples/s1831_n449.pdb,samples/s1831_n449.pt
s1832_n454,1832,454,samples/s1832_n454.pdb,samples/s1832_n454.pt
s1833_n521,1833,521,samples/s1833_n521.pdb,samples/s1833_n521.pt
s1834_n578,1834,578,samples/s1834_n578.pdb,samples/s1834_n578.pt
s1835_n609,1835,609,samples/s1835_n609.pdb,samples/s1835_n609.pt
s1836_n683,1836,683,samples/s1836_n683.pdb,samples/s1836_n683.pt
s1837_n700,1837,700,samples/s1837_n700.pdb,samples/s1837_n700.pt
s1838_n769,1838,769,samples/s1838_n769.pdb,samples/s1838_n769.pt
s1839_n327,1839,327,samples/s1839_n327.pdb,samples/s1839_n327.pt
s1840_n379,1840,379,samples/s1840_n379.pdb,samples/s1840_n379.pt
s1841_n431,1841,431,samples/s1841_n431.pdb,samples/s1841_n431.pt
s1842_n491,1842,491,samples/s1842_n491.pdb,samples/s1842_n491.pt
s1843_n537,1843,537,samples/s1843_n537.pdb,samples/s1843_n537.pt
s1844_n563,1844,563,samples/s1844_n563.pdb,samples/s1844_n563.pt
s1845_n624,1845,624,samples/s1845_n624.pdb,samples/s1845_n624.pt
s1846_n677,1846,677,samples/s1846_n677.pdb,samples/s1846_n677.pt
s1847_n708,1847,708,samples/s1847_n708.pdb,samples/s1847_n708.pt
s1848_n781,1848,781,samples/s1848_n781.pdb,samples/s1848_n781.pt
s1849_n307,1849,307,samples/s1849_n307.pdb,samples/s1849_n307.pt
s1850_n365,1850,365,samples/s1850_n365.pdb,samples/s1850_n365.pt
s1851_n427,1851,427,samples/s1851_n427.pdb,samples/s1851_n427.pt
s1852_n469,1852,469,samples/s1852_n469.pdb,samples/s1852_n469.pt
s1853_n532,1853,532,samples/s1853_n532.pdb,samples/s1853_n532.pt
s1854_n558,1854,558,samples/s1854_n558.pdb,samples/s1854_n558.pt
s1855_n600,1855,600,samples/s1855_n600.pdb,samples/s1855_n600.pt
s1856_n654,1856,654,samples/s1856_n654.pdb,samples/s1856_n654.pt
s1857_n715,1857,715,samples/s1857_n715.pdb,samples/s1857_n715.pt
s1858_n768,1858,768,samples/s1858_n768.pdb,samples/s1858_n768.pt
s1859_n331,1859,331,samples/s1859_n331.pdb,samples/s1859_n331.pt
s1860_n386,1860,386,samples/s1860_n386.pdb,samples/s1860_n386.pt
s1861_n421,1861,421,samples/s1861_n421.pdb,samples/s1861_n421.pt
s1862_n450,1862,450,samples/s1862_n450.pdb,samples/s1862_n450.pt
s1863_n517,1863,517,samples/s1863_n517.pdb,samples/s1863_n517.pt
s1864_n597,1864,597,samples/s1864_n597.pdb,samples/s1864_n597.pt
s1865_n607,1865,607,samples/s1865_n607.pdb,samples/s1865_n607.pt
s1866_n670,1866,670,samples/s1866_n670.pdb,samples/s1866_n670.pt
s1867_n730,1867,730,samples/s1867_n730.pdb,samples/s1867_n730.pt
s1868_n771,1868,771,samples/s1868_n771.pdb,samples/s1868_n771.pt
s1869_n335,1869,335,samples/s1869_n335.pdb,samples/s1869_n335.pt
s1870_n352,1870,352,samples/s1870_n352.pdb,samples/s1870_n352.pt
s1871_n426,1871,426,samples/s1871_n426.pdb,samples/s1871_n426.pt
s1872_n470,1872,470,samples/s1872_n470.pdb,samples/s1872_n470.pt
s1873_n511,1873,511,samples/s1873_n511.pdb,samples/s1873_n511.pt
s1874_n575,1874,575,samples/s1874_n575.pdb,samples/s1874_n575.pt
s1875_n640,1875,640,samples/s1875_n640.pdb,samples/s1875_n640.pt
s1876_n682,1876,682,samples/s1876_n682.pdb,samples/s1876_n682.pt
s1877_n718,1877,718,samples/s1877_n718.pdb,samples/s1877_n718.pt
s1878_n796,1878,796,samples/s1878_n796.pdb,samples/s1878_n796.pt
s1879_n333,1879,333,samples/s1879_n333.pdb,samples/s1879_n333.pt
s1880_n394,1880,394,samples/s1880_n394.pdb,samples/s1880_n394.pt
s1881_n406,1881,406,samples/s1881_n406.pdb,samples/s1881_n406.pt
s1882_n474,1882,474,samples/s1882_n474.pdb,samples/s1882_n474.pt
s1883_n507,1883,507,samples/s1883_n507.pdb,samples/s1883_n507.pt
s1884_n556,1884,556,samples/s1884_n556.pdb,samples/s1884_n556.pt
s1885_n630,1885,630,samples/s1885_n630.pdb,samples/s1885_n630.pt
s1886_n669,1886,669,samples/s1886_n669.pdb,samples/s1886_n669.pt
s1887_n731,1887,731,samples/s1887_n731.pdb,samples/s1887_n731.pt
s1888_n768,1888,768,samples/s1888_n768.pdb,samples/s1888_n768.pt
s1889_n314,1889,314,samples/s1889_n314.pdb,samples/s1889_n314.pt
s1890_n378,1890,378,samples/s1890_n378.pdb,samples/s1890_n378.pt
s1891_n441,1891,441,samples/s1891_n441.pdb,samples/s1891_n441.pt
s1892_n495,1892,495,samples/s1892_n495.pdb,samples/s1892_n495.pt
s1893_n511,1893,511,samples/s1893_n511.pdb,samples/s1893_n511.pt
s1894_n588,1894,588,samples/s1894_n588.pdb,samples/s1894_n588.pt
s1895_n617,1895,617,samples/s1895_n617.pdb,samples/s1895_n617.pt
s1896_n676,1896,676,samples/s1896_n676.pdb,samples/s1896_n676.pt
s1897_n723,1897,723,samples/s1897_n723.pdb,samples/s1897_n723.pt
s1898_n756,1898,756,samples/s1898_n756.pdb,samples/s1898_n756.pt
s1899_n328,1899,328,samples/s1899_n328.pdb,samples/s1899_n328.pt
s1900_n354,1900,354,samples/s1900_n354.pdb,samples/s1900_n354.pt
s1901_n429,1901,429,samples/s1901_n429.pdb,samples/s1901_n429.pt
s1902_n488,1902,488,samples/s1902_n488.pdb,samples/s1902_n488.pt
s1903_n509,1903,509,samples/s1903_n509.pdb,samples/s1903_n509.pt
s1904_n594,1904,594,samples/s1904_n594.pdb,samples/s1904_n594.pt
s1905_n607,1905,607,samples/s1905_n607.pdb,samples/s1905_n607.pt
s1906_n688,1906,688,samples/s1906_n688.pdb,samples/s1906_n688.pt
s1907_n734,1907,734,samples/s1907_n734.pdb,samples/s1907_n734.pt
s1908_n774,1908,774,samples/s1908_n774.pdb,samples/s1908_n774.pt
s1909_n302,1909,302,samples/s1909_n302.pdb,samples/s1909_n302.pt
s1910_n396,1910,396,samples/s1910_n396.pdb,samples/s1910_n396.pt
s1911_n419,1911,419,samples/s1911_n419.pdb,samples/s1911_n419.pt
s1912_n451,1912,451,samples/s1912_n451.pdb,samples/s1912_n451.pt
s1913_n540,1913,540,samples/s1913_n540.pdb,samples/s1913_n540.pt
s1914_n570,1914,570,samples/s1914_n570.pdb,samples/s1914_n570.pt
s1915_n642,1915,642,samples/s1915_n642.pdb,samples/s1915_n642.pt
s1916_n677,1916,677,samples/s1916_n677.pdb,samples/s1916_n677.pt
s1917_n726,1917,726,samples/s1917_n726.pdb,samples/s1917_n726.pt
s1918_n312,1918,312,samples/s1918_n312.pdb,samples/s1918_n312.pt
s1919_n351,1919,351,samples/s1919_n351.pdb,samples/s1919_n351.pt
s1920_n427,1920,427,samples/s1920_n427.pdb,samples/s1920_n427.pt
s1921_n456,1921,456,samples/s1921_n456.pdb,samples/s1921_n456.pt
s1922_n537,1922,537,samples/s1922_n537.pdb,samples/s1922_n537.pt
s1923_n579,1923,579,samples/s1923_n579.pdb,samples/s1923_n579.pt
s1924_n645,1924,645,samples/s1924_n645.pdb,samples/s1924_n645.pt
s1925_n664,1925,664,samples/s1925_n664.pdb,samples/s1925_n664.pt
s1926_n734,1926,734,samples/s1926_n734.pdb,samples/s1926_n734.pt
s1927_n786,1927,786,samples/s1927_n786.pdb,samples/s1927_n786.pt
s1928_n302,1928,302,samples/s1928_n302.pdb,samples/s1928_n302.pt
s1929_n378,1929,378,samples/s1929_n378.pdb,samples/s1929_n378.pt
s1930_n446,1930,446,samples/s1930_n446.pdb,samples/s1930_n446.pt
s1931_n476,1931,476,samples/s1931_n476.pdb,samples/s1931_n476.pt
s1932_n518,1932,518,samples/s1932_n518.pdb,samples/s1932_n518.pt
s1933_n558,1933,558,samples/s1933_n558.pdb,samples/s1933_n558.pt
s1934_n648,1934,648,samples/s1934_n648.pdb,samples/s1934_n648.pt
s1935_n658,1935,658,samples/s1935_n658.pdb,samples/s1935_n658.pt
s1936_n728,1936,728,samples/s1936_n728.pdb,samples/s1936_n728.pt
s1937_n794,1937,794,samples/s1937_n794.pdb,samples/s1937_n794.pt
s1938_n344,1938,344,samples/s1938_n344.pdb,samples/s1938_n344.pt
s1939_n362,1939,362,samples/s1939_n362.pdb,samples/s1939_n362.pt
s1940_n408,1940,408,samples/s1940_n408.pdb,samples/s1940_n408.pt
s1941_n453,1941,453,samples/s1941_n453.pdb,samples/s1941_n453.pt
s1942_n511,1942,511,samples/s1942_n511.pdb,samples/s1942_n511.pt
s1943_n588,1943,588,samples/s1943_n588.pdb,samples/s1943_n588.pt
s1944_n618,1944,618,samples/s1944_n618.pdb,samples/s1944_n618.pt
s1945_n683,1945,683,samples/s1945_n683.pdb,samples/s1945_n683.pt
s1946_n724,1946,724,samples/s1946_n724.pdb,samples/s1946_n724.pt
s1947_n767,1947,767,samples/s1947_n767.pdb,samples/s1947_n767.pt
s1948_n342,1948,342,samples/s1948_n342.pdb,samples/s1948_n342.pt
s1949_n375,1949,375,samples/s1949_n375.pdb,samples/s1949_n375.pt
s1950_n446,1950,446,samples/s1950_n446.pdb,samples/s1950_n446.pt
s1951_n466,1951,466,samples/s1951_n466.pdb,samples/s1951_n466.pt
s1952_n505,1952,505,samples/s1952_n505.pdb,samples/s1952_n505.pt
s1953_n595,1953,595,samples/s1953_n595.pdb,samples/s1953_n595.pt
s1954_n603,1954,603,samples/s1954_n603.pdb,samples/s1954_n603.pt
s1955_n669,1955,669,samples/s1955_n669.pdb,samples/s1955_n669.pt
s1956_n716,1956,716,samples/s1956_n716.pdb,samples/s1956_n716.pt
s1957_n751,1957,751,samples/s1957_n751.pdb,samples/s1957_n751.pt
s1958_n302,1958,302,samples/s1958_n302.pdb,samples/s1958_n302.pt
s1959_n365,1959,365,samples/s1959_n365.pdb,samples/s1959_n365.pt
s1960_n437,1960,437,samples/s1960_n437.pdb,samples/s1960_n437.pt
s1961_n480,1961,480,samples/s1961_n480.pdb,samples/s1961_n480.pt
s1962_n514,1962,514,samples/s1962_n514.pdb,samples/s1962_n514.pt
s1963_n558,1963,558,samples/s1963_n558.pdb,samples/s1963_n558.pt
s1964_n634,1964,634,samples/s1964_n634.pdb,samples/s1964_n634.pt
s1965_n682,1965,682,samples/s1965_n682.pdb,samples/s1965_n682.pt
s1966_n733,1966,733,samples/s1966_n733.pdb,samples/s1966_n733.pt
s1967_n751,1967,751,samples/s1967_n751.pdb,samples/s1967_n751.pt
s1968_n333,1968,333,samples/s1968_n333.pdb,samples/s1968_n333.pt
s1969_n358,1969,358,samples/s1969_n358.pdb,samples/s1969_n358.pt
s1970_n429,1970,429,samples/s1970_n429.pdb,samples/s1970_n429.pt
s1971_n461,1971,461,samples/s1971_n461.pdb,samples/s1971_n461.pt
s1972_n517,1972,517,samples/s1972_n517.pdb,samples/s1972_n517.pt
s1973_n589,1973,589,samples/s1973_n589.pdb,samples/s1973_n589.pt
s1974_n638,1974,638,samples/s1974_n638.pdb,samples/s1974_n638.pt
s1975_n669,1975,669,samples/s1975_n669.pdb,samples/s1975_n669.pt
s1976_n720,1976,720,samples/s1976_n720.pdb,samples/s1976_n720.pt
s1977_n782,1977,782,samples/s1977_n782.pdb,samples/s1977_n782.pt
s1978_n310,1978,310,samples/s1978_n310.pdb,samples/s1978_n310.pt
s1979_n359,1979,359,samples/s1979_n359.pdb,samples/s1979_n359.pt
s1980_n408,1980,408,samples/s1980_n408.pdb,samples/s1980_n408.pt
s1981_n487,1981,487,samples/s1981_n487.pdb,samples/s1981_n487.pt
s1982_n500,1982,500,samples/s1982_n500.pdb,samples/s1982_n500.pt
s1983_n560,1983,560,samples/s1983_n560.pdb,samples/s1983_n560.pt
s1984_n609,1984,609,samples/s1984_n609.pdb,samples/s1984_n609.pt
s1985_n683,1985,683,samples/s1985_n683.pdb,samples/s1985_n683.pt
s1986_n728,1986,728,samples/s1986_n728.pdb,samples/s1986_n728.pt
s1987_n785,1987,785,samples/s1987_n785.pdb,samples/s1987_n785.pt
s1988_n301,1988,301,samples/s1988_n301.pdb,samples/s1988_n301.pt
s1989_n355,1989,355,samples/s1989_n355.pdb,samples/s1989_n355.pt
s1990_n445,1990,445,samples/s1990_n445.pdb,samples/s1990_n445.pt
s1991_n493,1991,493,samples/s1991_n493.pdb,samples/s1991_n493.pt
s1992_n532,1992,532,samples/s1992_n532.pdb,samples/s1992_n532.pt
s1993_n562,1993,562,samples/s1993_n562.pdb,samples/s1993_n562.pt
s1994_n611,1994,611,samples/s1994_n611.pdb,samples/s1994_n611.pt
s1995_n692,1995,692,samples/s1995_n692.pdb,samples/s1995_n692.pt
s1996_n714,1996,714,samples/s1996_n714.pdb,samples/s1996_n714.pt
s1997_n753,1997,753,samples/s1997_n753.pdb,samples/s1997_n753.pt
s1998_n320,1998,320,samples/s1998_n320.pdb,samples/s1998_n320.pt
s1999_n389,1999,389,samples/s1999_n389.pdb,samples/s1999_n389.pt
